movie_name,movie_data,movie_scores,movie_type,movie_lang,movie_intro,movie_len
奇迹梦之队,2026-03-14,81,"动画,喜剧,家庭",英语,主角威尔是只梦想成为职业球手的小山羊，面对向来由猛兽主宰的凶险赛场，队友对他嗤之以鼻，他能否打破偏见，用实力证明小个子也能称霸球场？,100
被遗忘的人们,1950-12-09,81,"剧情,犯罪",西班牙语,一群少年犯在墨西哥城臭名昭著的贫民窟中过着暴力的生活，其中年轻的佩德罗（Pedro）的道德观逐渐被其他人腐蚀和摧毁。,82
象人,2026-04-16,81,"剧情,历史",英语,在这部感人的第二部作品中，大卫·林奇将他那充满氛围感的视觉与听觉风格，带到了这个维多利亚时代英国广为人知的真实故事中。当伦敦外科医生弗雷德里克·特里维斯遇见畸形秀表演者约翰·梅里克时，后者患有严重的骨骼与软组织畸形，他以为此人必定智力低下。然而随着两人相处渐多，梅里克展现出隐藏于骇人外表之下的智慧、温柔本性与深邃尊严，他与特里维斯由此建立起友谊。影片以华丽的黑白影像拍摄，并拥有安妮·班克罗夫特、约翰·吉尔古德、温蒂·希勒等出色的配角阵容。本片荣获八项奥斯卡提名，巩固了林奇作为美国电影最具远见卓识的天才之一的声誉。[标准收藏],124
白蛇2：青蛇劫起,2021-07-23,81,"动画,奇幻,动作,冒险",-,南宋末年，小白为救许仙水漫金山，终被法海压在雷峰塔下。小青则意外被法海打入诡异的修罗城幻境。几次危机中小青被神秘蒙面少年所救，小青带着出去救出小白的执念历经劫难与成长，同蒙面少年一起寻找离开的办法。,131
与神同行2：因与缘,2018-08-01,81,"动作,冒险,奇幻,惊悚",朝鲜语,三位阴间使者江林（河正宇 饰）、解怨脉（朱智勋 饰）、德春（金香起 饰）即将带领第49位「贵人」金秀鸿（金东旭 饰）进行地狱审判，他们同时发现人间有一位家神（马东锡 饰），试图把早该阳寿已尽的老人强留人间。阴间使者为了带走该名老人，开始与家神展开激烈决斗，而在这个过程之中，三位阴间使者千年以前的前世之谜也将被一一揭开…,141
三块广告牌,2018-03-02,81,"犯罪,剧情",英语,本片是奥斯卡奖提名者马丁·麦克唐纳执导的一部黑色喜剧犯罪剧情片。在女儿遇害案悬置数月仍未破获后，米尔德丽德·海斯采取了一项大胆之举：她租下通往小镇路上的三块广告牌，牌上直指当地德高望重的警察局长比尔·威洛比的尖锐标语掀起轩然大波。而当威洛比麾下警员杰森·迪克森——一个沉迷酒精与暴力的不成熟妈宝男——卷入冲突后，米尔德丽德与埃宾镇执法部门之间的对抗愈演愈烈。[福克斯探照灯影业],115
傲慢与偏见,2026-04-16,81,"剧情,爱情",英语,根据简·奥斯汀同名小说改编。伊丽莎白·班纳特(凯拉·奈特丽 饰)出身于小地主家庭，有四个姐妹，母亲班纳特太太整天操心着为女儿物色称心如意的丈夫。新来的邻居宾格来先生和他的朋友达西（马修·麦克菲迪恩 饰）打破了她们一家人单调的乡村生活。宾格来和伊丽莎白的姐姐简·班纳特互生情愫；达西对善良聪明的伊丽莎白产生了好感，而伊丽莎白却对达西不可一世的傲慢心存偏见，不接受他的感情。然而，世事难料，宾格来和简·班纳特因为误会，关系危在旦夕；达西的种种作为，展示了性格中和伊丽莎白相同的善良一面，逐渐赢得了伊丽莎白的好感。两对有情人能否终成眷属？班纳特姐妹们能否得到自己想要的生活？,129
隐藏人物,2017-06-16,80,"剧情,历史",英语,影片讲述1962年，汉森饰演的非裔美国数学家与斯宾瑟和梦奈两位“同事”组成智囊团，为宇航员约翰·格伦成功绕地球轨道飞行做出贡献。,127
一条狗的使命2,2019-05-17,80,"家庭,冒险,剧情",英语,小狗贝利延续使命，在主人伊森的嘱托下，通过不断的生命轮回， 执着守护伊森的孙女CJ，将伊森对孙女的爱与陪伴，当做最重要的使命和意义，最终帮助CJ收获幸福，再次回到主人伊森身边。,108
轮回,2012-08-22,81,纪录,英语,《轮回》是一场跨越25个国家的视觉之旅，Ron Fricke花费了5年之间捕捉每种文化中令人震撼的场面，试图建立人类与自然的桥梁。影片的名字“Samsara”来自藏语，Frricke希望借此诠释其独特的视觉风格。全片使用70mm胶片拍摄，才得以保证影像如此细腻丰富的质感 。Samsara是藏语，又叫做依业轮回，是表示生命流转循环的意思。编剧罗恩·弗里克和Mark Magidson用精彩的画面诠释了这一个深奥的词汇。揭示了大自然与我们生活的微妙关系。本片是曾以《天地玄黄》带来无言震撼的导演Ron Fricke时隔20年之后再出的新作。,102
新神榜：哪吒重生,2021-02-06,80,"动画,奇幻,动作",-,三千年前，天下动荡，人神共遇大劫，不想哪吒的一缕魂魄逃脱天罗地网，世世转世投胎，这一世与东海市酷爱机车的热血青年李云祥人神共生。然而龙族对哪吒恩怨并未善罢甘休，有着哪吒元神的李云祥，亦无法逃脱被龙族赶尽杀绝的宿命。东海危在旦夕，李云祥是否能够与哪吒元神并肩作战，成为抵抗龙族的英雄？东海市的子民能否得到拯救？,116
婚姻生活,1974-10-28,80,"剧情,爱情",瑞典语,玛丽是律师，约翰是精神学讲师，二人结婚十余载，最初像一对恩爱的中产夫妻，与互相折磨的另一对夫妻成强烈对比。但后来他们自己的婚姻也出现了危机，各自分开发展。当他们再见面时，两人都惊异于对方的从容自信。,169
天堂的孩子,1945-03-22,80,"剧情,爱情",法语,这部被公认为法国影史瑰宝的杰作，将诗意现实主义推向了至臻之境。影片以灵动的笔触描绘十九世纪巴黎剧场风月界，在二战期间拍摄完成。故事围绕一位神秘女子展开，她被四个基于历史原型创作的男人所爱慕：一位演员、一名罪犯、一位伯爵，以及最令人心碎的角色——用浸透世代渴慕的表演撼动心灵的哑剧艺人。导演马塞尔·卡尔内与编剧雅克·普莱维尔以敏锐的洞察与戏剧激情，重现了这个充斥着江湖骗子与贵族、盗贼与名伶、掮客与先知的浮世绘。,190
2001太空漫游,2016-04-22,80,"科幻,悬疑,冒险",英语,本片是一次通向未来的倒计时，一张指引人类命运的地图，一场对无限的求索。库布里克为开启这场未来之旅，先回溯至我们史前的猿类祖先时期，随即跨越数千年（通过电影史上一次极具震撼的跳接）来到已被殖民的太空，最终将宇航员鲍曼（凯尔·杜拉 饰）送入未知的星际领域，乃至可能抵达不朽之境。“打开分离舱门，哈尔。”让这场无与伦比、充满敬畏与奥秘的旅程就此启程。[华纳兄弟],149
紫心之恋,2022-07-29,80,"爱情,剧情",英语,梦想成为音乐人的女孩和即将出征的海军陆战队员出于各自的需要同意形婚，但一场悲剧很快令他们虚假的关系变得真实起来。,122
福尔摩斯二世,1924-04-17,80,"动作,喜剧,悬疑",英语,影片的男主角基顿（巴斯特·基顿 Buster Keaton 饰）是一名乡村影院电影放映师，他喜欢阅读侦探类的书籍，经常幻想自己就是一名像福尔摩一样的大侦探。一天，他把价值一元的巧克力糖谎称四元送给女友凯莎琳（Kathryn McGuire 饰），不料被情敌趁机陷害，说基 顿偷了别人的手表拿去当才有钱买巧克力。凯莎琳相信了谗言，遂将基顿赶出门外，并取消了二人之间的婚约。基顿查访之后，发现情敌才是偷表典当的家伙，但却苦无证据洗清冤情。某日，基顿在放映电影时，发现银幕上的故事竟和他的遭遇同出一辙，而且人物也雷同，唯一不同的是电影中的故事发生在一个上流家庭而已。基顿边放映电影边沉溺在电影之中，于是走出放映室，从观众席走入银幕之中逮捕情敌罪犯。可是进入银幕后的基顿却四处碰壁，一筹莫展．随着场景的变化，银幕上的映象不断从幻想变成事实……,45
HOMECOMING: A film by Beyoncé,2019-04-17,80,"纪录,音乐,电视电影",-,碧昂丝柯契拉(Coachella)音乐节纪录片[归家：碧昂丝作品](Homecoming: A Film By Beyoncé，暂译)首曝繁体中字预告！该片将记录碧昂丝在柯契拉(Coachella)音乐节的台前幕后。影片将于4月17日登陆Netflix,137
我的名字叫可汗,2010-02-10,80,"剧情,爱情",印地语,信奉伊斯兰教的里兹瓦·罕（沙鲁克·罕 Shahrukh Khan 饰）从小患有阿斯伯格综合症，母亲去世后，他追随弟弟扎克尔（吉米·舍尔吉勒 Jimmy Shergill 饰）的脚步从印度孟买移民美国旧金山。里兹瓦在帮哥哥的化妆品公司推销美容产品时认识了经营发廊的单身母亲曼迪娅（卡卓尔 Kajol 饰）。里兹瓦不顾哥哥的反对执意与印度教的曼迪娅结为夫妇，一家人和谐美满。9.11恐怖袭击的发生使美国国内掀起了反对、歧视穆斯林教徒的风潮，里兹瓦与曼迪娅的发廊被迫关张，而曼迪娅的独子山姆（Yuvaan Makaar 饰）更是在一场由种族歧视引发的少年争斗中意外身亡。悲愤的曼迪娅将愤怒发泄在了里兹瓦的穆斯林姓氏“罕”上，说只有里兹瓦告诉美国人民及美国总统他的姓氏并非与恐怖分子相关，才会与他再次相见。就这样，执着的里兹瓦踏上了艰难的觐见总统之途……,165
我对你电影版：S先生的报仇,2020-01-17,80,"家庭,奇幻",意大利语,路易和索菲再次与可怕的S先生展开战斗，这一次他将向公众揭露真面目。,64
窃听风暴,2006-03-23,80,"剧情,惊悚",德语,1984年的东柏林，东德国家安全机构“史塔西”以严密的监控维持着对社会的控制。忠于体制的秘密警察格尔德·维斯勒上尉奉命监听著名剧作家格奥尔格·德莱曼及其女友、演员克里斯塔-玛丽亚·西兰的一举一动，希望从他们的生活中找到足以定罪的证据。然而随着监听不断深入，维斯勒逐渐被这个完全不同于自己的人生世界所吸引。爱情、艺术、思想与自由开始动摇他曾经坚信的一切，而一次原本普通的监视任务，也逐渐演变成一场关于忠诚、良知与选择的危险考验……,137
雄狮,2017-06-23,80,剧情,英语,萨罗 和妹妹、哥哥以及母亲过着相依为命的生活，虽然贫穷艰辛，但一家人在一起相互扶持，日子过得依然温暖而又充满了欢乐。一次偶然中，萨罗同哥哥在火车站走散了，误打误撞之中，萨罗登上了一列开往加尔各答的火车，在那里，萨罗成为了露宿街头的流浪儿，并最终被送进了收容所。,118
求救信号,2026-09-03,80,"动作,喜剧",英语,一名美国海军飞行员在冷战时期执行绝密任务时不幸被困在敌营。他唯有与一位性格古怪的前克格勃特工联手才有一线生机。,110
罗生门,1950-08-26,80,"犯罪,剧情,悬疑",日语,这部引人入胜的心理惊悚片探讨真相的本质与正义的意义，被广泛视为影史最伟大的作品之一。四名当事人对一名男子的被杀及其妻子遭强奸的事件给出了截然不同的说法，导演黑泽明以极具冲击力的影像和巧妙的闪回手法呈现这段罗生门。这部雄辩的杰作在国际影坛引起轰动，革新了电影语言，并将日本电影——以及一位气场十足的新星，名为三船敏郎——带向了西方世界。[标准收藏],88
叫我第一名,2008-12-07,80, ,英语,"BoBo（詹姆斯•沃克 James Wolk 饰）患有先天性的妥瑞氏症，这种严重的痉挛疾病，导致他无法控制地扭动脖子和发出奇怪的声音。而这种怪异的行为，更是让他从小不被周围的人理解，在学校里老师经常批评他，同学们更是对他冷嘲热讽，就连他的父亲也对他失望透顶。只有他的母亲一直是他的坚实臂弯，母亲的坚持与鼓励，让他能够在正常人的生活里艰难前行。然而面对这个不能理解他的世界，BoBo一直在痛苦的漩涡里挣扎。直到在一次全校大会上校长在众人面前巧妙的让大家了解了BoBo的真实情况，让他有了成为一名关爱学生的教师的坚定梦想，即使因为这个病症让BoBo在寻求教师梦想的道路上遭到众人怀疑，屡屡受挫，但他始终坚持着自己的这份梦想, 为了找到一个愿意接受自己的学校，不抛弃梦想，不放弃信念，默默的努力。而他曾经曲折的人生道路在他的坚持下也开始慢慢好转…",98
驯龙高手：重回家园,2019-12-03,80,"动画,奇幻,冒险,家庭",英语,故事发生在小嗝嗝与没牙仔分开的五年之后，博克岛一年一度的亲衣节又到了，然而随着小嗝嗝的孩子们的长大，对龙与人曾经那段真挚而深刻的友谊只能通过父母的言语来了解，不免产生了质疑，小嗝嗝为防止孩子们对龙的误解，又能想出怎样的妙招呢？,21
出租车司机,2017-08-02,80,"动作,剧情,历史",朝鲜语,1980年5月，首尔出租车司机金万燮为了赚取一笔可观的车费，接下了一名德国记者前往光州的长途生意。起初并不了解情况的他，只想着在宵禁前赶回首尔，却发现通往光州的道路已被军队封锁。进入城中后，金万燮和记者亲眼目睹了当地发生的冲突与镇压，也逐渐意识到他们正在见证一场被外界隔绝的重大事件。面对不断升级的危险，坚持记录真相的记者不愿离开，而原本只想赚钱养家的金万燮，也不得不在自身安危与帮助他人之间作出选择……,137
唯一的家园,2025-06-16,80,纪录,阿拉伯语,来自约旦河西岸马萨费尔亚塔的年轻巴勒斯坦活动家巴塞尔·阿德拉，自幼便为反抗以色列占领军对其社群的大规模驱逐而抗争。他持续记录家乡村落遭蚕食消亡的过程：以色列政府派遣的士兵逐步拆毁房屋，驱离居民。某个时刻，他结识了以色列记者尤瓦尔，后者支持他的抗争行动。一段看似不可能的同盟由此建立。但两人关系因彼此处境的巨大不平等而日益紧张：巴塞尔生活在军事占领下，尤瓦尔却享有自由无拘的生活。这部由四位年轻活动家组成的巴以集体创作的电影，是一次在追寻更大程度公正道路上的创作性抵抗。[柏林电影节],92
相信我：被诱拐的丽莎·麦克维,2018-09-30,80,"剧情,电视电影,犯罪",英语,一名17岁的少女在她计划自杀的当晚被绑架，她必须为活下去而战斗。她设法说服袭击者放过她，在经过26小时后等来了生机。但当她回家时，除了一名怀疑凶手为连环杀手的侦探外，没有人相信她的故事。,87
